AIRPORT,Year,Month,Domestic_In,Domestic_Out,Domestic_Total,International_In,International_Out,International_Total,Pax_In,Pax_Out,Pax_Total
PERTH,1995,4,112573,114823,227396,45465,48049,93514,158038,162872,320910
ROCKHAMPTON,1995,4,12847,12710,25557,0,0,0,12847,12710,25557
SUNSHINE COAST,1995,4,11737,11580,23317,0,0,0,11737,11580,23317
SYDNEY,1995,4,552118,526548,1078666,219521,248362,467883,771639,774910,1546549
TOWNSVILLE,1995,4,25594,25133,50727,0,0,0,25594,25133,50727
NEWCASTLE,1995,4,5927,5729,11656,0,0,0,5927,5729,11656
ADELAIDE,1995,5,132471,134087,266558,6882,8291,15173,139353,142378,281731
ALICE SPRINGS,1995,5,35508,36891,72399,0,0,0,35508,36891,72399
All Australian Airports,1995,5,1976056,1976056,3952112,407934,461791,869725,2383990,2437847,4821837
BALLINA,1995,5,2947,2834,5781,0,0,0,2947,2834,5781
BRISBANE,1995,5,258948,264902,523850,79655,68614,148269,338603,333516,672119
CAIRNS,1995,5,68019,66300,134319,21897,26443,48340,89916,92743,182659
CANBERRA,1995,5,73357,74767,148124,0,0,0,73357,74767,148124
DARWIN,1995,5,29330,28713,58043,5434,6081,11515,34764,34794,69558
GOLD COAST,1995,5,59104,67175,126279,0,0,0,59104,67175,126279
HAMILTON ISLAND,1995,5,9694,10181,19875,0,0,0,9694,10181,19875
HOBART,1995,5,28040,31188,59228,280,242,522,28320,31430,59750
KARRATHA,1995,5,7724,7562,15286,0,0,0,7724,7562,15286
LAUNCESTON,1995,5,18113,21027,39140,0,0,0,18113,21027,39140
MACKAY,1995,5,11016,10994,22010,0,0,0,11016,10994,22010
MELBOURNE,1995,5,397559,394730,792289,64658,78944,143602,462217,473674,935891
PERTH,1995,5,106272,106395,212667,39776,43116,82892,146048,149511,295559
ROCKHAMPTON,1995,5,11691,11830,23521,0,0,0,11691,11830,23521
SUNSHINE COAST,1995,5,9361,9542,18903,0,0,0,9361,9542,18903
SYDNEY,1995,5,512717,491402,1004119,187422,227984,415406,700139,719386,1419525
TOWNSVILLE,1995,5,24519,24646,49165,0,0,0,24519,24646,49165
NEWCASTLE,1995,5,5832,6117,11949,0,0,0,5832,6117,11949
ADELAIDE,1995,6,129631,132054,261685,7417,7651,15068,137048,139705,276753
ALICE SPRINGS,1995,6,35575,36416,71991,0,0,0,35575,36416,71991
All Australian Airports,1995,6,2020555,2020555,4041110,437595,461553,899148,2458150,2482108,4940258
BALLINA,1995,6,2949,2879,5828,0,0,0,2949,2879,5828
BRISBANE,1995,6,277201,286256,563457,86465,70079,156544,363666,356335,720001
CAIRNS,1995,6,75125,71846,146971,24090,23961,48051,99215,95807,195022
CANBERRA,1995,6,69250,72235,141485,0,0,0,69250,72235,141485
DARWIN,1995,6,33547,32492,66039,5685,6264,11949,39232,38756,77988
GOLD COAST,1995,6,67903,72478,140381,0,0,0,67903,72478,140381
HAMILTON ISLAND,1995,6,10141,10066,20207,0,0,0,10141,10066,20207
HOBART,1995,6,29867,28633,58500,202,184,386,30069,28817,58886
KARRATHA,1995,6,7118,7264,14382,0,0,0,7118,7264,14382
LAUNCESTON,1995,6,18877,18179,37056,0,0,0,18877,18179,37056
MACKAY,1995,6,12103,12034,24137,0,0,0,12103,12034,24137
MELBOURNE,1995,6,391865,399859,791724,68130,79019,147149,459995,478878,938873
PERTH,1995,6,103046,103368,206414,43904,49123,93027,146950,152491,299441
ROCKHAMPTON,1995,6,13144,12991,26135,0,0,0,13144,12991,26135
SUNSHINE COAST,1995,6,10477,9718,20195,0,0,0,10477,9718,20195
SYDNEY,1995,6,521979,502770,1024749,199692,223313,423005,721671,726083,1447754
TOWNSVILLE,1995,6,26370,25943,52313,0,0,0,26370,25943,52313
NEWCASTLE,1995,6,5456,5476,10932,0,0,0,5456,5476,10932
ADELAIDE,1995,7,147659,149930,297589,10092,9260,19352,157751,159190,316941
ALICE SPRINGS,1995,7,41492,42348,83840,0,0,0,41492,42348,83840
All Australian Airports,1995,7,2230135,2230135,4460270,576773,503218,1079991,2806908,2733353,5540261
BALLINA,1995,7,3055,2944,5999,0,0,0,3055,2944,5999
BRISBANE,1995,7,305198,309056,614254,98109,73814,171923,403307,382870,786177
CAIRNS,1995,7,90876,89119,179995,30610,27929,58539,121486,117048,238534
CANBERRA,1995,7,72153,71795,143948,0,0,0,72153,71795,143948
DARWIN,1995,7,42048,41687,83735,9227,7049,16276,51275,48736,100011
GOLD COAST,1995,7,82772,82004,164776,0,0,0,82772,82004,164776
HAMILTON ISLAND,1995,7,11666,10751,22417,0,0,0,11666,10751,22417
HOBART,1995,7,29081,30717,59798,272,238,510,29353,30955,60308
KARRATHA,1995,7,7846,7693,15539,0,0,0,7846,7693,15539
LAUNCESTON,1995,7,20202,20917,41119,0,0,0,20202,20917,41119
MACKAY,1995,7,12337,12092,24429,0,0,0,12337,12092,24429
MELBOURNE,1995,7,433361,433779,867140,94775,86375,181150,528136,520154,1048290
PERTH,1995,7,116730,117748,234478,53114,48441,101555,169844,166189,336033
ROCKHAMPTON,1995,7,13147,12971,26118,0,0,0,13147,12971,26118
SUNSHINE COAST,1995,7,13566,12529,26095,0,0,0,13566,12529,26095
SYDNEY,1995,7,565667,562116,1127783,278585,247937,526522,844252,810053,1654305
TOWNSVILLE,1995,7,28138,27315,55453,0,0,0,28138,27315,55453
NEWCASTLE,1995,7,4464,4441,8905,0,0,0,4464,4441,8905
ADELAIDE,1995,8,147918,147934,295852,8867,7549,16416,156785,155483,312268
ALICE SPRINGS,1995,8,42045,44070,86115,0,0,0,42045,44070,86115
All Australian Airports,1995,8,2259507,2259507,4519014,498982,518535,1017517,2758489,2778042,5536531
BALLINA,1995,8,3169,3236,6405,0,0,0,3169,3236,6405
BRISBANE,1995,8,305390,315380,620770,91244,83683,174927,396634,399063,795697
CAIRNS,1995,8,90472,90571,181043,33045,39441,72486,123517,130012,253529
CANBERRA,1995,8,75375,74635,150010,0,0,0,75375,74635,150010
DARWIN,1995,8,37504,40530,78034,6840,6716,13556,44344,47246,91590
GOLD COAST,1995,8,79757,84376,164133,0,0,0,79757,84376,164133
HAMILTON ISLAND,1995,8,11966,11858,23824,0,0,0,11966,11858,23824
HOBART,1995,8,29237,31191,60428,204,218,422,29441,31409,60850
KARRATHA,1995,8,6988,7259,14247,0,0,0,6988,7259,14247
LAUNCESTON,1995,8,20055,20504,40559,0,0,0,20055,20504,40559
MACKAY,1995,8,11963,12368,24331,0,0,0,11963,12368,24331
MELBOURNE,1995,8,443770,439737,883507,76367,75661,152028,520137,515398,1035535
PERTH,1995,8,116946,115421,232367,48664,45324,93988,165610,160745,326355
ROCKHAMPTON,1995,8,13386,13588,26974,0,0,0,13386,13588,26974
SUNSHINE COAST,1995,8,13069,12647,25716,0,0,0,13069,12647,25716
SYDNEY,1995,8,588848,569653,1158501,231847,258294,490141,820695,827947,1648642
TOWNSVILLE,1995,8,25666,27342,53008,0,0,0,25666,27342,53008
NEWCASTLE,1995,8,4109,3988,8097,0,0,0,4109,3988,8097
ADELAIDE,1995,9,150603,151487,302090,9803,7582,17385,160406,159069,319475
ALICE SPRINGS,1995,9,36924,37391,74315,0,0,0,36924,37391,74315
All Australian Airports,1995,9,2301857,2301857,4603714,494221,500676,994897,2796078,2802533,5598611
BALLINA,1995,9,3407,3108,6515,0,0,0,3407,3108,6515
BRISBANE,1995,9,313453,315160,628613,83374,77358,160732,396827,392518,789345
CAIRNS,1995,9,84618,81775,166393,24247,27552,51799,108865,109327,218192
CANBERRA,1995,9,74192,77120,151312,0,0,0,74192,77120,151312
DARWIN,1995,9,34211,35854,70065,6926,5676,12602,41137,41530,82667
GOLD COAST,1995,9,87079,86159,173238,0,0,0,87079,86159,173238
HAMILTON ISLAND,1995,9,14280,12851,27131,0,0,0,14280,12851,27131
HOBART,1995,9,37216,33490,70706,415,326,741,37631,33816,71447
KARRATHA,1995,9,6751,7139,13890,0,0,0,6751,7139,13890
LAUNCESTON,1995,9,25711,22720,48431,0,0,0,25711,22720,48431
MACKAY,1995,9,13213,13545,26758,0,0,0,13213,13545,26758
MELBOURNE,1995,9,459958,461115,921073,83638,84493,168131,543596,545608,1089204
PERTH,1995,9,120899,122117,243016,50028,47882,97910,170927,169999,340926
ROCKHAMPTON,1995,9,14940,14884,29824,0,0,0,14940,14884,29824
SUNSHINE COAST,1995,9,15648,14120,29768,0,0,0,15648,14120,29768
SYDNEY,1995,9,582416,586441,1168857,234139,248031,482170,816555,834472,1651027
TOWNSVILLE,1995,9,27400,28093,55493,0,0,0,27400,28093,55493
NEWCASTLE,1995,9,4179,4369,8548,0,0,0,4179,4369,8548
ADELAIDE,1995,10,158953,156003,314956,10182,7374,17556,169135,163377,332512
ALICE SPRINGS,1995,10,39287,40862,80149,0,0,0,39287,40862,80149
All Australian Airports,1995,10,2363451,2363451,4726902,574700,466206,1040906,2938151,2829657,5767808
BALLINA,1995,10,3216,3363,6579,0,0,0,3216,3363,6579
BRISBANE,1995,10,308709,321452,630161,93631,74338,167969,402340,395790,798130
CAIRNS,1995,10,84994,89513,174507,28282,25170,53452,113276,114683,227959
CANBERRA,1995,10,79465,76637,156102,0,0,0,79465,76637,156102
DARWIN,1995,10,31245,35621,66866,8257,4946,13203,39502,40567,80069
GOLD COAST,1995,10,82201,96568,178769,0,0,0,82201,96568,178769
HAMILTON ISLAND,1995,10,15700,16151,31851,0,0,0,15700,16151,31851
HOBART,1995,10,33985,34370,68355,343,199,542,34328,34569,68897
KARRATHA,1995,10,6944,6956,13900,0,0,0,6944,6956,13900
LAUNCESTON,1995,10,22689,23063,45752,0,0,0,22689,23063,45752
MACKAY,1995,10,12910,13126,26036,0,0,0,12910,13126,26036
MELBOURNE,1995,10,485851,468404,954255,97997,74702,172699,583848,543106,1126954
PERTH,1995,10,130937,132096,263033,60377,46042,106419,191314,178138,369452
ROCKHAMPTON,1995,10,14185,14358,28543,0,0,0,14185,14358,28543
SUNSHINE COAST,1995,10,14231,16057,30288,0,0,0,14231,16057,30288
SYDNEY,1995,10,610917,591021,1201938,273878,231775,505653,884795,822796,1707591
TOWNSVILLE,1995,10,25624,26804,52428,0,0,0,25624,26804,52428
NEWCASTLE,1995,10,4812,4636,9448,0,0,0,4812,4636,9448
ADELAIDE,1995,11,152432,152615,305047,9491,8875,18366,161923,161490,323413
ALICE SPRINGS,1995,11,32880,35204,68084,0,0,0,32880,35204,68084
All Australian Airports,1995,11,2257961,2257961,4515922,510998,506151,1017149,2768959,2764112,5533071
BALLINA,1995,11,3355,3366,6721,0,0,0,3355,3366,6721
BRISBANE,1995,11,290672,301560,592232,90382,75920,166302,381054,377480,758534
CAIRNS,1995,11,77845,78448,156293,27454,29454,56908,105299,107902,213201
CANBERRA,1995,11,79745,79723,159468,0,0,0,79745,79723,159468
DARWIN,1995,11,27905,29599,57504,5248,5084,10332,33153,34683,67836
GOLD COAST,1995,11,76753,84055,160808,0,0,0,76753,84055,160808
HAMILTON ISLAND,1995,11,14243,14556,28799,0,0,0,14243,14556,28799
HOBART,1995,11,34809,34422,69231,383,290,673,35192,34712,69904
KARRATHA,1995,11,6726,6680,13406,0,0,0,6726,6680,13406
LAUNCESTON,1995,11,23578,23482,47060,0,0,0,23578,23482,47060
MACKAY,1995,11,11926,12086,24012,0,0,0,11926,12086,24012
MELBOURNE,1995,11,469087,465139,934226,86126,85560,171686,555213,550699,1105912
PERTH,1995,11,116450,120142,236592,53531,47754,101285,169981,167896,337877
ROCKHAMPTON,1995,11,12973,13424,26397,0,0,0,12973,13424,26397
SUNSHINE COAST,1995,11,12946,13390,26336,0,0,0,12946,13390,26336
SYDNEY,1995,11,593657,570049,1163706,236645,251581,488226,830302,821630,1651932
TOWNSVILLE,1995,11,23221,24058,47279,0,0,0,23221,24058,47279
NEWCASTLE,1995,11,4782,4872,9654,0,0,0,4782,4872,9654
ADELAIDE,1995,12,142834,141746,284580,8044,9255,17299,150878,151001,301879
ALICE SPRINGS,1995,12,31749,33329,65078,0,0,0,31749,33329,65078
All Australian Airports,1995,12,2223827,2223827,4447654,564233,604419,1168652,2788060,2828246,5616306
BALLINA,1995,12,3844,3373,7217,0,0,0,3844,3373,7217
BRISBANE,1995,12,298663,297836,596499,101681,88025,189706,400344,385861,786205
CAIRNS,1995,12,73989,77551,151540,36612,27725,64337,110601,105276,215877
CANBERRA,1995,12,65897,70371,136268,0,0,0,65897,70371,136268
DARWIN,1995,12,26725,33796,60521,4552,5913,10465,31277,39709,70986
GOLD COAST,1995,12,90876,89259,180135,0,0,0,90876,89259,180135
HAMILTON ISLAND,1995,12,15390,13417,28807,0,0,0,15390,13417,28807
HOBART,1995,12,41906,36137,78043,431,351,782,42337,36488,78825
KARRATHA,1995,12,5383,6577,11960,0,0,0,5383,6577,11960
LAUNCESTON,1995,12,29792,24729,54521,0,0,0,29792,24729,54521
MACKAY,1995,12,12136,12333,24469,0,0,0,12136,12333,24469
MELBOURNE,1995,12,445480,457893,903373,87368,104109,191477,532848,562002,1094850
PERTH,1995,12,127770,121699,249469,60414,63789,124203,188184,185488,373672
ROCKHAMPTON,1995,12,12848,12665,25513,0,0,0,12848,12665,25513
SUNSHINE COAST,1995,12,14827,12865,27692,0,0,0,14827,12865,27692
SYDNEY,1995,12,568383,560400,1128783,262781,303388,566169,831164,863788,1694952
TOWNSVILLE,1995,12,23289,26330,49619,0,0,0,23289,26330,49619
NEWCASTLE,1995,12,4349,4450,8799,0,0,0,4349,4450,8799
ADELAIDE,1996,1,148309,148995,297304,9923,8637,18560,158232,157632,315864
ALICE SPRINGS,1996,1,33148,33223,66371,0,0,0,33148,33223,66371
All Australian Airports,1996,1,2298728,2298728,4597456,625708,558520,1184228,2924436,2857248,5781684
BALLINA,1996,1,3487,3834,7321,0,0,0,3487,3834,7321
BRISBANE,1996,1,299181,312988,612169,103570,81037,184607,402751,394025,796776
CAIRNS,1996,1,76236,77438,153674,30383,34522,64905,106619,111960,218579
CANBERRA,1996,1,59120,56616,115736,0,0,0,59120,56616,115736
DARWIN,1996,1,32836,27895,60731,6490,4978,11468,39326,32873,72199
GOLD COAST,1996,1,94027,113448,207475,0,0,0,94027,113448,207475
HAMILTON ISLAND,1996,1,15076,16985,32061,0,0,0,15076,16985,32061
HOBART,1996,1,41142,49856,90998,399,380,779,41541,50236,91777
KARRATHA,1996,1,6485,5533,12018,0,0,0,6485,5533,12018
LAUNCESTON,1996,1,31624,37300,68924,0,0,0,31624,37300,68924
MACKAY,1996,1,11896,12208,24104,0,0,0,11896,12208,24104
MELBOURNE,1996,1,487874,466951,954825,108197,90293,198490,596071,557244,1153315
PERTH,1996,1,128907,135913,264820,57567,51274,108841,186474,187187,373661
ROCKHAMPTON,1996,1,12450,12521,24971,0,0,0,12450,12521,24971
SUNSHINE COAST,1996,1,14056,16951,31007,0,0,0,14056,16951,31007
SYDNEY,1996,1,600024,567678,1167702,307460,285637,593097,907484,853315,1760799
TOWNSVILLE,1996,1,24488,22280,46768,0,0,0,24488,22280,46768
NEWCASTLE,1996,1,3953,3896,7849,0,0,0,3953,3896,7849
ADELAIDE,1996,2,133309,131541,264850,8401,6914,15315,141710,138455,280165
ALICE SPRINGS,1996,2,30510,31002,61512,0,0,0,30510,31002,61512
All Australian Airports,1996,2,2046935,2046935,4093870,565345,496045,1061390,2612280,2542980,5155260
BALLINA,1996,2,2965,3001,5966,0,0,0,2965,3001,5966
BRISBANE,1996,2,260881,269483,530364,93947,74180,168127,354828,343663,698491
CAIRNS,1996,2,65107,69158,134265,31926,27500,59426,97033,96658,193691
CANBERRA,1996,2,72348,72492,144840,0,0,0,72348,72492,144840
DARWIN,1996,2,24020,24256,48276,5082,3814,8896,29102,28070,57172
GOLD COAST,1996,2,69084,79201,148285,0,0,0,69084,79201,148285
HAMILTON ISLAND,1996,2,11531,11623,23154,0,0,0,11531,11623,23154
HOBART,1996,2,36606,33948,70554,363,295,658,36969,34243,71212
KARRATHA,1996,2,5922,5952,11874,0,0,0,5922,5952,11874
LAUNCESTON,1996,2,26932,25431,52363,0,0,0,26932,25431,52363
MACKAY,1996,2,9765,9898,19663,0,0,0,9765,9898,19663
MELBOURNE,1996,2,433680,433165,866845,98599,80253,178852,532279,513418,1045697
PERTH,1996,2,108427,110179,218606,57417,46466,103883,165844,156645,322489
ROCKHAMPTON,1996,2,11186,11232,22418,0,0,0,11186,11232,22418
SUNSHINE COAST,1996,2,10084,10195,20279,0,0,0,10084,10195,20279
SYDNEY,1996,2,544269,524412,1068681,268120,255137,523257,812389,779549,1591938
TOWNSVILLE,1996,2,19403,19430,38833,0,0,0,19403,19430,38833
NEWCASTLE,1996,2,4219,4245,8464,0,0,0,4219,4245,8464
ADELAIDE,1996,3,148208,151141,299349,8309,9248,17557,156517,160389,316906
ALICE SPRINGS,1996,3,34246,34574,68820,0,0,0,34246,34574,68820
All Australian Airports,1996,3,2235848,2235848,4471696,528958,570914,1099872,2764806,2806762,5571568
BALLINA,1996,3,3257,3254,6511,0,0,0,3257,3254,6511
BRISBANE,1996,3,284492,289672,574164,95488,78170,173658,379980,367842,747822
CAIRNS,1996,3,73806,73195,147001,28282,30739,59021,102088,103934,206022
CANBERRA,1996,3,76370,78231,154601,0,0,0,76370,78231,154601
DARWIN,1996,3,28009,27710,55719,4565,5297,9862,32574,33007,65581
GOLD COAST,1996,3,74305,80200,154505,0,0,0,74305,80200,154505
HAMILTON ISLAND,1996,3,12183,11941,24124,0,0,0,12183,11941,24124
HOBART,1996,3,35598,37936,73534,501,462,963,36099,38398,74497
KARRATHA,1996,3,6500,6567,13067,0,0,0,6500,6567,13067
LAUNCESTON,1996,3,26501,28833,55334,0,0,0,26501,28833,55334
MACKAY,1996,3,11583,11854,23437,0,0,0,11583,11854,23437
MELBOURNE,1996,3,466398,465559,931957,87813,95860,183673,554211,561419,1115630
PERTH,1996,3,122631,123264,245895,48592,53734,102326,171223,176998,348221
ROCKHAMPTON,1996,3,12300,12629,24929,0,0,0,12300,12629,24929
SUNSHINE COAST,1996,3,12194,11652,23846,0,0,0,12194,11652,23846
SYDNEY,1996,3,590658,568525,1159183,253767,295933,549700,844425,864458,1708883
TOWNSVILLE,1996,3,22722,22799,45521,0,0,0,22722,22799,45521
NEWCASTLE,1996,3,4497,4624,9121,0,0,0,4497,4624,9121
ADELAIDE,1996,4,150248,152846,303094,7834,9469,17303,158082,162315,320397
ALICE SPRINGS,1996,4,33591,34585,68176,0,0,0,33591,34585,68176
All Australian Airports,1996,4,2255828,2255828,4511656,523996,537998,1061994,2779824,2793826,5573650
BALLINA,1996,4,3511,3325,6836,0,0,0,3511,3325,6836
BRISBANE,1996,4,296080,308912,604992,95667,79327,174994,391747,388239,779986
CAIRNS,1996,4,78167,77360,155527,24457,25328,49785,102624,102688,205312
CANBERRA,1996,4,72713,71852,144565,0,0,0,72713,71852,144565
DARWIN,1996,4,31650,30573,62223,5085,5561,10646,36735,36134,72869
GOLD COAST,1996,4,78423,88413,166836,0,0,0,78423,88413,166836
HAMILTON ISLAND,1996,4,12587,12135,24722,0,0,0,12587,12135,24722
HOBART,1996,4,35830,36636,72466,344,264,608,36174,36900,73074
KARRATHA,1996,4,7161,6772,13933,0,0,0,7161,6772,13933
LAUNCESTON,1996,4,25442,25978,51420,0,0,0,25442,25978,51420
MACKAY,1996,4,12169,11804,23973,0,0,0,12169,11804,23973
MELBOURNE,1996,4,459532,461141,920673,84040,92566,176606,543572,553707,1097279
PERTH,1996,4,125635,126366,252001,51685,51397,103082,177320,177763,355083
ROCKHAMPTON,1996,4,12318,11980,24298,0,0,0,12318,11980,24298
SUNSHINE COAST,1996,4,12821,13063,25884,0,0,0,12821,13063,25884
SYDNEY,1996,4,588557,564143,1152700,253255,272400,525655,841812,836543,1678355
TOWNSVILLE,1996,4,25671,25038,50709,0,0,0,25671,25038,50709
NEWCASTLE,1996,4,4585,4508,9093,0,0,0,4585,4508,9093
ADELAIDE,1996,5,144829,147978,292807,6754,8634,15388,151583,156612,308195
ALICE SPRINGS,1996,5,31673,32690,64363,0,0,0,31673,32690,64363
All Australian Airports,1996,5,2142058,2142058,4284116,430732,485036,915768,2572790,2627094,5199884
BALLINA,1996,5,3446,3302,6748,0,0,0,3446,3302,6748
BRISBANE,1996,5,281985,287922,569907,81337,69689,151026,363322,357611,720933
CAIRNS,1996,5,70032,69662,139694,22935,26410,49345,92967,96072,189039
CANBERRA,1996,5,76221,78108,154329,0,0,0,76221,78108,154329
DARWIN,1996,5,34384,33072,67456,4855,5919,10774,39239,38991,78230
GOLD COAST,1996,5,65887,72725,138612,0,0,0,65887,72725,138612
HAMILTON ISLAND,1996,5,8549,9103,17652,0,0,0,8549,9103,17652
HOBART,1996,5,30035,34482,64517,164,190,354,30199,34672,64871
KARRATHA,1996,5,7319,7458,14777,0,0,0,7319,7458,14777
LAUNCESTON,1996,5,19044,22690,41734,0,0,0,19044,22690,41734
MACKAY,1996,5,12221,12536,24757,0,0,0,12221,12536,24757
MELBOURNE,1996,5,439984,437176,877160,69503,81521,151024,509487,518697,1028184
PERTH,1996,5,119061,118806,237867,40675,47602,88277,159736,166408,326144
ROCKHAMPTON,1996,5,12793,13090,25883,0,0,0,12793,13090,25883
SUNSHINE COAST,1996,5,10448,10510,20958,0,0,0,10448,10510,20958
SYDNEY,1996,5,560779,534332,1095111,202924,243565,446489,763703,777897,1541600
TOWNSVILLE,1996,5,24916,24705,49621,0,0,0,24916,24705,49621
NEWCASTLE,1996,5,4654,4832,9486,0,0,0,4654,4832,9486
ADELAIDE,1996,6,139574,139379,278953,7582,8188,15770,147156,147567,294723
ALICE SPRINGS,1996,6,33051,33400,66451,0,0,0,33051,33400,66451
All Australian Airports,1996,6,2151907,2151907,4303814,497238,539849,1037087,2649145,2691756,5340901
BALLINA,1996,6,3336,3123,6459,0,0,0,3336,3123,6459
BRISBANE,1996,6,293427,302965,596392,98750,82648,181398,392177,385613,777790
CAIRNS,1996,6,81708,78567,160275,27475,27172,54647,109183,105739,214922
CANBERRA,1996,6,68252,70177,138429,0,0,0,68252,70177,138429
DARWIN,1996,6,40002,38743,78745,6561,7062,13623,46563,45805,92368
GOLD COAST,1996,6,74480,80810,155290,0,0,0,74480,80810,155290
HAMILTON ISLAND,1996,6,10620,10125,20745,0,0,0,10620,10125,20745
HOBART,1996,6,32870,31590,64460,121,52,173,32991,31642,64633
KARRATHA,1996,6,6671,6790,13461,0,0,0,6671,6790,13461
LAUNCESTON,1996,6,21407,19638,41045,0,0,0,21407,19638,41045
MACKAY,1996,6,12104,11765,23869,0,0,0,12104,11765,23869
MELBOURNE,1996,6,424732,438331,863063,77280,90626,167906,502012,528957,1030969
PERTH,1996,6,115842,114795,230637,48176,56146,104322,164018,170941,334959
ROCKHAMPTON,1996,6,13556,13429,26985,0,0,0,13556,13429,26985
SUNSHINE COAST,1996,6,11494,10522,22016,0,0,0,11494,10522,22016
SYDNEY,1996,6,555042,536109,1091151,230043,266519,496562,785085,802628,1587713
TOWNSVILLE,1996,6,26821,26562,53383,0,0,0,26821,26562,53383
NEWCASTLE,1996,6,4300,4335,8635,0,0,0,4300,4335,8635
ADELAIDE,1996,7,155288,157919,313207,9575,9251,18826,164863,167170,332033
ALICE SPRINGS,1996,7,38742,39380,78122,0,0,0,38742,39380,78122
All Australian Airports,1996,7,2344926,2344926,4689852,600167,531934,1132101,2945093,2876860,5821953
BALLINA,1996,7,3285,3110,6395,0,0,0,3285,3110,6395
BRISBANE,1996,7,330130,332592,662722,110732,80327,191059,440862,412919,853781
CAIRNS,1996,7,91388,92139,183527,32453,29758,62211,123841,121897,245738
CANBERRA,1996,7,72252,70997,143249,0,0,0,72252,70997,143249
